sku,name,description,category,information,specifications,price,MSRP,MAP,unit,precision
7TY55,Handheld Laser Barcode Scanner,This lightweight handheld barcode scanner offers high performace scanning at a reasonable price by allowing merchants to capture barcodes quickly and effectively. It connects to any POS system via USB cable and is easy to install and use with little or no training. It features a 3-inch display screen as well as a full letter and number pad that allows you to manually enter data and information,Retail Supplies,"Catalog Page: 7642
3-inch screen
Numbers and letter on keypad
Connectivity technology: cable
Host interface: USB
Material: plastic","Width: 4”
Length: 7”
Height: 5”
Weight: .8 lb.",129.99,119.99,124.99,item,0
7YV41,Women’s Fashion Scrub Set,"Work in style and comfort with this all-white women’s scrub set. The fabric is all cotton, and features two pockets on the scrub top, and two pockets on the scrub pants. The fabric is brushed to give you a smoother feel. The top and bottom are both double-stitched for durability. Sizes include extra extra small, extra small, small, medium, large, extra large, 2-extra large, 3-extra large, 4-extra large, and 5-extra large.",Medical Apparel,"Catalog Page: 3227
100% cotton fabric
Vertical black lining on the scrub top
Button back-belt",,45.99,35.99,40.99,set,0
8BC37,Colorful Floral Women’s Scrub Top,"This bright, colorful women’s scrub top is not only comfortable, but fun to wear. It has a V-neck line and two front pockets. It is made with high a quality poly/cotton combination and the fabric is brushed to give you a smoother feel. The top is double-stitched for durability. Sizes include extra extra small, extra small, small, medium, large, extra large, 2-extra large, 3-extra large, 4-extra large, and 5-extra large.",Medical Apparel,"Catalog Page: 2034
23% Polyester / 77% Cotton
Center back length for size S: 25.5"".
2 pockets",,24.95,14.95,19.95,piece,0
8DO33,Receipt Printer,"This receipt printer uses a ribbon to transfer ink to paper, making it resistant to discoloration and smears from heat and humidity. It can easily be connected to any laptop/computer via USB cable. It's light weight, easy to use, and is suitable for an outdoor work environment. It's powered by rechargeable lithium batteries and includes a power adapter. ",Retail Supplies,"Catalog Page: 3335
Printing method: thermal line printing 
Paper type: thermal paper
Power: rechargeable lithium batteries
Includes: power adapter","Width: 4”
Length: 2.5”
Height: 1.8”
Weight: 1.2 lb.",250,240,245,item,0
8LG34,"Reception Desk, 71 x 42 in.","With high-sided walls and a tall counter, this reception desk is suitable for conducting business transactions and greeting guests. This reception desk comes with a 10-year limited warranty. It has been tested for office use and meets the requirements for safety, durability, and stability. It includes four drawers for extra storage, a keyboard drawer, and locks with two keys for extra security.",Office Furniture,"Catalog Page: 4735
Shipping Weight: 300 lbs.
Country of Origin: United States
Color Options: White, Grey, Brown
10-year Limited Warranty
Has been tested for office use and meets the requirements for safety, durability, and stability
Number of Drawers: 4
Includes keyboard drawer
Locks with 2 keys each","Height: 42”
Width: 71”
Depth: 83”",425.59,415.59,420.59,item,0
8NN54,Women’s Nursing Shoe,"These shoes are designed to deliver all day comfort and lightness. The non-marking soles are made to reduce foot and leg fatigue. The holes on the heels allow for additional ventilation and the rubber outsole is slip-resistant and flexible, while the insole is soft and formulated to be stain resistant. They are easily washable and hygienic, and feature holes for ventilation around the foot bed for all-day heat releaf.",Medical Apparel,"Catalog Page: 5437
Ultra light material
Anti-fungal and anti-bacterial
Slip resistant 
Removable inner sole
Made with EVA foam
Cooling ventilation holes",,24.99,14.99,19.99,set,0
8TF72,Industrial 310 Lumen LED Headlamp,"This headlamp has a 310 lumen output making ideal for work in poorly-lit areas. The easy-to-twist focus ring makes it easy to adjust the beam while you’re working. The top strap is removable so you can attach the headlamp to a hard hat. It's light weight, comfortable, economic, flexible, and gives you 60 yards of visibility in pitch black. The headlamp is battery-operated and comes with two AA batteries.",Lighting Products,"Catalog Page: 1785
310 lumen output
Batteries: AA (included)
Adjustable/removable straps
Focus ring for easy adjustment
Burn time: 4 hours","Width: 4”
Length: 4”
Height: 4”
Weight: 4.5 oz.",45.99,35.99,40.99,item,0
8UF78,"Wooden Storage Cabinet, Bookshelf, 72 in.","Organize your space with this spacious, bookshelf-cabinet combination. This piece features two sets of five adjustable shelves, with five additional shelves in the interior. Two of the shelves are adjustable so you can customize your storage as needed, and two shelves are fixed to provide increased stability. The accompanying damper allows the doors to close slowly, silently, and softly, and the cabinet feet are adjustable for increased stability on uneven floors.",Office Furniture,"Catalog Page: 1663
Shipping Weight: 400 lbs.
Country of Origin: United States
Color Options: Light Brown, Brown, White 
10-year Limited Warranty
Cornice and plinth rail help create a uniform expression when two or more units are connected together
The shelves are adjustable so you can customize your storage as needed
Two fixed shelves provide increased stability
Adjustable feet for stability on uneven floors
The accompanying damper allows the doors to close slowly, silently and softly
Cabinet keeps your favorite items free from dust but still visible
Wheels on bottom to allow for easy movement ","Overall Width: 55”
Overall Height: 72”
Overall Depth: 14”
Color: Light Brown
Material: Wood",850.55,840.55,845.55,item,0
8VS71,"White Bookshelf, 35 x 77 in.","Keep your books and decorative items within easy reach with this five case book shelf. Built with a traditional design and durable construction, this bookcase is ideal for professional environments. Made with five spacious shelves, this bookcase has abundant space to display all of your books, awards, and decor. The solid wood has a natural feel. The shelf comes with a 10-year limited warranty and is recyclable and possible to use for energy recovery.",Office Furniture,"Catalog Page: 3768
Shipping Weight: 100 lbs.
Country of Origin: United States
Color Options: White, Brown, Black
10-year Limited Warranty
Solid wood has a natural feel
Materials: solid pine, printed fiberboard
Product possible to recycle or use for energy recovery","Width: 35”
Depth: 14-5/8”
Height: 77 in. 
Maximum load/shelf: 80 lbs.",199.99,189.99,194.99,item,0
9GQ28,NFC Credit Card Reader,"This NFC credit card reader accepts PIN-based debit card transactions and swipes traditional payment cards. It accepts chip cards and enables contactless payments for easy and efficient credit card transactions. Compatible with Apple Pay, LoopPay, Google Wallet, Plastc, and Coin. It is a safe and secure way to make payments as it encrypts card information at the moment of the swipe and doesn't store data on the device after the payment has been processed.",Retail Supplies,"Catalog Page: 1634
Performs PIN based debit card transactions 
Accepts chip cards
Connectivity: USB, Wireless
Large, backlit display
Supports all magnetic stripe cards
Color: Black
NFC technology, includes POS software","Width: 4”
Height: 3”
Weight: .3 lb.",250,240,245,item,0
9OK21,"Men’s Basic V-neck, 1-Pocket Light Blue Scrub Top","This simple, comfortable scrub top comes in a variety of colors. This top has one chest pocket and runs large. The comfortable 65/35 polyester/cotton material is suitable for all day wear and has double-stitch construction Sizes include extra extra small, extra small, small, medium, large, extra large, 2-extra large, 3-extra large, 4-extra large, and 5-extra large.",Medical Apparel,"Catalog Page: 5129
65% polyester / 35% cotton
One chest pocket with pencil slot
V-neck top",,18.99,8.99,13.99,piece,0
9OL25,Women’s White Slip-On Clogs,"These clogs are designed to deliver all day comfort and lightness. The rubber outsole is slip-resistant and flexible, while the insole is soft and formulated to be stain resistant. The non-marking soles are made to reduce foot and leg fatigue so you can feel comfortable being on your feet all day. They are easily washable and hygienic, and feature holes for ventilation around the foot bed for all-day heat releaf",Medical Apparel,"Catalog Page: 3583
Ultra light material
Anti-fungal and anti-bacterial
Slip resistant 
Removable inner sole
Made with EVA foam
Unisex
Cooling ventilation holes
Straps for added security",,25.99,15.99,20.99,set,0
XS56,Pricing Labeler,"This pricing labeler is easy to use and comes with one roll of white labels and spare ink. Print up to six characters with this pricing labeler. Made with strength in mind, this pricing labeler is built with quality materials and is drop-tested to ensure durability in the warehouse, stockroom, showroom, and other areas with hard floors. The erganomic design keeps your hands comfortable during use, reducing strain and allowing you to comfortably use the labeler",Retail Supplies,"Catalog Page: 4433
Number of lines: 1
Characters per line: 6
Material: plastic 
Label size: 22mm x 12mm
Color: Blue","Length: 7.2”
Width: 5.6”
Height: 3” 
Weight: 1 lb.",95.99,85.99,90.99,item,0
WLCH1,Foldable Wheelchair,Foldable Wheelchair features a powder coated steel frame with durable nylon upholstery and padded removable armrests. Composite magnesium alloy wheels with maintenance-free bearings and composite handrims make for a smooth ride.,Hospital Wheelchairs,"Powder coated steel frame
Durable nylon upholstery
Composite magnesium alloy wheels with maintenance-free bearings
Composite footplates
Padded removable armrests
Composite handrims
220lb. weight capacity
Removable armrests
Warranty: 3 years on welds, 2 years on upholstery and wheel locks",,245,235,240,item,0
TAG1,"Medical Tag, Stainless Steel","This medical identifications tag is a convenient and practical way to wear your medical information. Measuring 1"" x 3/4"", the stainless steel tag can be engraved on the back.",Medical Identification Tags,,,8.45,,,item,0
TAG2,"Medical Tag, Sterling Silver","This medical identifications tag is a beautiful and practical way to wear your medical information. Measuring 1"" x 3/4"", the tag can be engraved on the back.",Medical Identification Tags,,,,,,item,0
TAG3,"Medical Tag, Sterling Silver, Rhodium Plated","This medical identifications tag is a beautiful and practical way to wear your medical information. Measuring 1"" x 3/4"", the tag is coated with a fine, Rhodium finish, helping the tag stay shiny and resistant to tarnish. The tag can be engraved on the back.",Medical Identification Tags,,,,,,item,0
